"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"0.491","0.847","5","-6.676","0","0.0595","0.00158","0.00617","0.104","0.138","100.025","467120","4"
"0.381","0.975","1","-5.725","1","0.219","0.023","0.0000154","0.276","0.103","196.052","206750","4"
"0.39","0.964","9","-3.97","1","0.0944","0.0000316","0.00179","0.374","0.321","199.957","193233","4"
"0.586","0.951","6","-3.022","1","0.209","0.00461","0","0.0767","0.471","130.009","231690","4"
"0.233","0.973","0","-3.992","1","0.252","0.000322","0.00000311","0.318","0.427","83.151","349432","4"
"0.622","0.94","5","-4.96","0","0.166","0.00893","0.00000569","0.237","0.098","120.001","238000","4"
"0.582","0.865","1","-4.402","1","0.0405","0.000025","0.00000893","0.347","0.412","112.965","223077","4"
"0.556","0.951","9","-3.179","1","0.0729","0.000464","0","0.292","0.482","128.051","208125","4"
"0.412","0.969","11","-3.942","1","0.0965","0.0000938","0.165","0.183","0.155","80.009","277125","4"
"0.449","0.719","0","-5.741","1","0.037","0.211","0.00128","0.0848","0.307","106.841","286907","4"
"0.433","0.943","2","-4.483","1","0.0673","0.0000146","0.0314","0.222","0.262","96.006","230613","4"
"0.176","0.97","7","-4.34","1","0.0865","0.000124","0.186","0.455","0.215","180.045","204136","4"
"0.238","0.943","4","-7.846","1","0.0716","0.0000252","0.0871","0.0876","0.31","127.475","384658","4"
"0.458","0.725","3","-7.12","0","0.0415","0.00623","0.00353","0.318","0.142","97.407","412444","3"
"0.0866","0.876","1","-6.459","1","0.0888","0.000196","0.262","0.0792","0.105","85.987","211218","4"
"0.208","0.941","1","-10.43","0","0.0893","0.0000437","0.416","0.596","0.196","159.848","347320","4"
"0.426","0.978","3","-3.594","0","0.137","0.000138","0.915","0.188","0.0543","142.051","217216","4"
"0.47","0.958","4","-7.145","0","0.18","0.00648","0.847","0.42","0.156","90.112","136003","4"
"0.563","0.951","1","-5.04","1","0.107","0.0000497","0.00204","0.158","0.334","103.004","179179","4"
"0.257","0.816","0","-4.987","1","0.0543","0.0000874","0.00909","0.0953","0.097","159.892","537627","4"
"0.542","0.936","2","-4.563","1","0.0781","0.000267","0.635","0.288","0.353","121.002","209467","4"
"0.444","0.958","4","-5.021","0","0.0631","0.000294","0","0.0821","0.0892","104.003","262618","4"
"0.497","0.987","4","-4.258","0","0.183","0.00000302","0.286","0.346","0.118","114.904","203436","4"
"0.41","0.972","8","-3.915","1","0.0831","0.00311","0.0000349","0.631","0.302","147.969","180811","4"
